,idx,code,reaction,ea
3,98,51,[N:1](=[C:2](/[O:3][C:4]([C:5](=[O:6])[H:11])([H:9])[H:10])[H:8])\[H:7]>>[N:1]1([H:7])[C:2]([H:8])([H:11])[O:3][C:4]([H:9])([H:10])[C:5]1=[O:6],58.080748361892795
4,99,51,[N:1](=[C:2](/[O:3][C:4]([C:5](=[O:6])[H:11])([H:9])[H:10])[H:8])\[H:7]>>[N:1]([C:2](=[O:3])[H:8])([C:4]([C:5](=[O:6])[H:11])([H:9])[H:10])[H:7],38.4484847811512
0,100,52,[C:1]([C@@:2]1([H:10])[C@@:3]2([H:11])[C:4]([H:12])([H:13])[C@:5]1([H:14])[O:6]2)([H:7])([H:8])[H:9]>>[C:1]([C@@:2]([C:3](=[C:4]([H:12])[H:13])[H:11])([C:5](=[O:6])[H:14])[H:10])([H:7])([H:8])[H:9],30.8900046011185
1,101,52,[C:1]([C@@:2]1([H:10])[C@@:3]2([H:11])[C:4]([H:12])([H:13])[C@:5]1([H:14])[O:6]2)([H:7])([H:8])[H:9]>>[C:1](/[C:2](=[C:3](\[C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])[H:11])[H:10])([H:7])([H:8])[H:9],31.6990507006208
0,102,53,[C:1](#[C:2][C:3]([N:4]1[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:8])[H:9])[H:7]>>[C:1](=[C:2]=[C:3]([H:8])[H:9])([C:5]([N:4]=[C:6]([H:12])[H:13])([H:10])[H:11])[H:7],50.601493925758
0,103,54,[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[N:4]([H:11])[C:5]1=[O:6])[H:7]>>[N:4](=[C:5]=[O:6])[H:11].[O:1]([C:2](=[C:3]([H:9])[H:10])[H:8])[H:7],39.2505339328347
0,104,55,[C:1]([C:2]#[C:3][C:4](=[O:5])[N:6]([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[C:3]=[C:4]=[O:5])[N:6]([H:10])[H:11])([H:7])([H:8])[H:9],57.630300032669
0,105,56,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]2)([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3]([C:4](=[C:5]([H:13])[H:14])[H:12])([H:10])[H:11])=[O:6])([H:7])([H:8])[H:9],25.52107109010469
0,106,57,[O:1]([C@:2]1([H:8])[C@:3]2([H:9])[C:4]([H:10])([H:11])[C@@:5]1([H:12])[O:6]2)[H:7]>>[O:1]([C@@:2]([C:3](=[C:4]([H:10])[H:11])[H:9])([C:5](=[O:6])[H:12])[H:8])[H:7],32.5958165533373
1,107,57,[O:1]([C@:2]1([H:8])[C@:3]2([H:9])[C:4]([H:10])([H:11])[C@@:5]1([H:12])[O:6]2)[H:7]>>[O:1](/[C:2](=[C:5](/[C:4]([C:3](=[O:6])[H:9])([H:10])[H:11])[H:12])[H:8])[H:7],33.396867148748605
2,108,57,[O:1]([C@:2]1([H:8])[C@:3]2([H:9])[C:4]([H:10])([H:11])[C@@:5]1([H:12])[O:6]2)[H:7]>>[O:1]([C@:3]1([H:9])[C@:2]2([H:8])[C@:5]([H:12])([C:4]1([H:10])[H:11])[O:6]2)[H:7],41.85914908500271
0,109,58,[O:1]([C:2]([C:3]#[C:4][C:5](=[O:6])[H:10])([H:8])[H:9])[H:7]>>[O:1]([C:4](=[C:3]=[C:2]([H:8])[H:9])[C:5](=[O:6])[H:10])[H:7],56.286100943990405
0,110,59,[O:1]([N:2]=[C:3]1[C:4]([H:8])([H:9])[N:5]([H:10])[C:6]1([H:11])[H:12])[H:7]>>[O-:1][N+:2]#[C:3][C:4]([N:5]([C:6]([H:7])([H:11])[H:12])[H:10])([H:8])[H:9],52.950633302255795
0,111,60,[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[O:4]/[C:5]1=[N:6]\[H:11])[H:7]>>[O:1]1[C@@:2]([C:5](=[O:4])[N:6]([H:7])[H:11])([H:8])[C:3]1([H:9])[H:10],44.7005077230675
1,112,60,[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[O:4]/[C:5]1=[N:6]\[H:11])[H:7]>>[O:1]([C:2](=[C:3]([H:9])[H:10])[H:8])[H:7].[O:4]=[C:5]=[N:6][H:11],37.7145294595061
2,113,60,[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[O:4]/[C:5]1=[N:6]\[H:11])[H:7]>>[O:1]([C@@:2]([C:3]([O:4][H:11])([H:9])[H:10])([C:5]#[N:6])[H:8])[H:7],59.0240342540267
0,114,61,[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]3([H:9])[N:4]([H:10])[C@@:5]2([H:11])[C@:6]13[H:12]>>[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@:6]1([H:12])[N:4]([H:10])[C@:5]21[H:11],50.18556398421779
1,115,61,[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]3([H:9])[N:4]([H:10])[C@@:5]2([H:11])[C@:6]13[H:12]>>[N:1](=[C:6](/[C@:3]1([H:9])[C:2]([H:8])=[C:5]([H:11])[N:4]1[H:10])[H:12])\[H:7],31.0562490347812
0,116,62,[N:1]([C:2](=[O:3])[O:4]/[C:5](=[N:6]/[H:10])[H:9])([H:7])[H:8]>>[N:1]([C:2](=[O:3])[N:6]([C:5](=[O:4])[H:9])[H:10])([H:7])[H:8],17.6167737427709
1,117,62,[N:1]([C:2](=[O:3])[O:4]/[C:5](=[N:6]/[H:10])[H:9])([H:7])[H:8]>>[N:1](=[C:2]=[O:3])[H:8].[O:4]=[C:5]([N:6]([H:7])[H:10])[H:9],9.272824688264027
2,118,62,[N:1]([C:2](=[O:3])[O:4]/[C:5](=[N:6]/[H:10])[H:9])([H:7])[H:8]>>[C:2](=[O:3])=[O:4].[N:1]([C+:5]([N-:6][H:10])[H:9])([H:7])[H:8],45.7636542888935
0,119,63,[C:1](#[C:2][C@@:3]1([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[O:6]1)[H:7]>>[C:1](=[C:2]=[C:3]([C:4]([C:5](=[O:6])[H:12])([H:9])[H:10])[H:8])([H:7])[H:11],50.307792290599096
1,120,63,[C:1](#[C:2][C@@:3]1([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[O:6]1)[H:7]>>[C:1](#[C:2][C:3](=[O:6])[H:8])[H:7].[C:4](=[C:5]([H:11])[H:12])([H:9])[H:10],51.4173879101876
2,121,63,[C:1](#[C:2][C@@:3]1([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[O:6]1)[H:7]>>[C:1]1([H:7])=[C:2]=[C:3]([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[O:6]1,52.928375251294
3,122,63,[C:1](#[C:2][C@@:3]1([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[O:6]1)[H:7]>>[C:1](#[C:2][C:3](=[C:4]([H:9])[H:10])[H:8])[H:7].[C:5](=[O:6])([H:11])[H:12],44.814272739237005
0,123,64,[O:1]([C:2]1=[C:3]([H:8])[C:4]([H:9])=[N:5][N:6]1[H:10])[H:7]>>[O:1]([C:2]1=[N:6][N:5]([H:10])[C:4]([H:9])=[C:3]1[H:8])[H:7],43.952872159588296
1,124,64,[O:1]([C:2]1=[C:3]([H:8])[C:4]([H:9])=[N:5][N:6]1[H:10])[H:7]>>[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])=[N:5][N:6]1[H:10],56.6973146298648
0,125,65,[O:1]([C:2]([C:3]([C:4]([C:5]#[C:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:8])[H:9])[H:7]>>[O:1]1[C:2]([H:8])([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[C:5]1=[C:6]([H:7])[H:14],44.299399577805396
0,126,66,[O:1]([C:2]([C:3]([O:4][C:5](=[O:6])[H:12])([H:10])[H:11])([H:8])[H:9])[H:7]>>[O:1]=[C:2]([C:3]([H:9])([H:10])[H:11])[H:8].[O:4]=[C:5]([O:6][H:7])[H:12],37.71235358451529
0,127,67,[N:1](=[C:2](/[O:3][C:4](=[O:5])[H:8])[H:7])\[H:6]>>[C-:4]#[O+:5].[N:1]([C:2](=[O:3])[H:7])([H:6])[H:8],24.315672633436797
1,128,67,[N:1](=[C:2](/[O:3][C:4](=[O:5])[H:8])[H:7])\[H:6]>>[N:1](=[C:2]([H:7])[H:8])[H:6].[O:3]=[C:4]=[O:5],55.031695680380004
2,129,67,[N:1](=[C:2](/[O:3][C:4](=[O:5])[H:8])[H:7])\[H:6]>>[N:1]([C:2](=[O:3])[H:7])([C:4](=[O:5])[H:8])[H:6],18.9717989073617
0,130,68,[O:1]([C@@:2]([C:3](=[O:4])[H:9])([C:5]#[C:6][H:10])[H:8])[H:7]>>[O:1]([C:2]1=[C:3]([H:9])[O:4][C:6]([H:10])=[C:5]1[H:8])[H:7],48.6760661720419
1,131,68,[O:1]([C@@:2]([C:3](=[O:4])[H:9])([C:5]#[C:6][H:10])[H:8])[H:7]>>[O:1]=[C:2]([C:3]([O:4][H:7])([H:8])[H:9])[C:5]#[C:6][H:10],31.077751694963304
2,132,68,[O:1]([C@@:2]([C:3](=[O:4])[H:9])([C:5]#[C:6][H:10])[H:8])[H:7]>>[O:1]([C:2](=[C:5]=[C:6]([C:3](=[O:4])[H:9])[H:10])[H:8])[H:7],40.6666638892415
3,133,68,[O:1]([C@@:2]([C:3](=[O:4])[H:9])([C:5]#[C:6][H:10])[H:8])[H:7]>>[O:1]([C:2]([C:3](=[O:4])[H:9])=[C:5]=[C:6]([H:8])[H:10])[H:7],46.6860942700797
4,134,68,[O:1]([C@@:2]([C:3](=[O:4])[H:9])([C:5]#[C:6][H:10])[H:8])[H:7]>>[C-:3]#[O+:4].[O:1]([C:2](=[C:5]=[C:6]([H:9])[H:10])[H:8])[H:7],29.5147414065661
0,135,69,[O:1]=[C:2]1[C:3]([H:6])([H:7])[O:4][C:5]1([H:8])[H:9]>>[O:1]=[C:2]=[C:3]([H:6])[H:7].[O:4]=[C:5]([H:8])[H:9],46.571429130443896
0,136,70,[C:1]([C:2]#[C:3][C:4]([C:5](=[O:6])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[C:3]=[C:4]([H:10])[H:11])[C:5](=[O:6])[H:12])([H:7])([H:8])[H:9],46.974390272615096
1,137,70,[C:1]([C:2]#[C:3][C:4]([C:5](=[O:6])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[C:3]=[C:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],55.6444786681069
2,138,70,[C:1]([C:2]#[C:3][C:4]([C:5](=[O:6])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C-:5]#[O+:6].[C:1]([C:2](=[C:3]=[C:4]([H:10])[H:11])[H:12])([H:7])([H:8])[H:9],33.8029003876018
0,139,71,[C:1]([O:2][C@@:3]([C:4]([H:11])([H:12])[H:13])([C:5]#[C:6][H:14])[H:10])([H:7])([H:8])[H:9]>>[C:1]([O:2][C:6](=[C:5]=[C:3]([C:4]([H:11])([H:12])[H:13])[H:10])[H:14])([H:7])([H:8])[H:9],55.7058541111608
1,140,71,[C:1]([O:2][C@@:3]([C:4]([H:11])([H:12])[H:13])([C:5]#[C:6][H:14])[H:10])([H:7])([H:8])[H:9]>>[C:1](=[O:2])([H:7])[H:8].[C:3]([C:4]([H:11])([H:12])[H:13])(=[C:5]=[C:6]([H:9])[H:14])[H:10],30.700895227413202
0,141,72,[C:1]([C:2]1([C:3]([H:10])([H:11])[H:12])[C:4]([H:13])([H:14])[O:5][C:6]1([H:15])[H:16])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([H:13])[H:14])([H:7])([H:8])[H:9].[O:5]=[C:6]([H:15])[H:16],57.052187617836196
0,142,73,[O:1]([C:2]([C:3]#[C:4][H:9])([C:5]#[C:6][H:10])[H:8])[H:7]>>[O:1]([C:6](=[C:5]=[C:2]([C:3]#[C:4][H:9])[H:8])[H:10])[H:7],55.1364076346161
0,143,74,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[O:5][C@@:6]12[H:14])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]1([C:6](=[O:5])[H:14])[H:13])([H:7])([H:8])[H:9],38.5772272758394
0,144,75,[O:1]=[C:2]([C:3]1([H:8])[C:4]([H:9])([H:10])[O:5][C:6]1([H:11])[H:12])[H:7]>>[C:4](=[O:5])([H:9])[H:10].[O:1]=[C:2]([C:3](=[C:6]([H:11])[H:12])[H:8])[H:7],35.242226802139605
0,145,76,[C:1]([C:2](=[O:3])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[N:6]1[H:13])([H:7])([H:8])[H:9]>>[C:1](/[C:2]([O:3][H:11])=[C:4]([C:5](=[N:6]\[H:13])/[H:12])\[H:10])([H:7])([H:8])[H:9],52.0632034934344
0,146,77,[N:1]([C+:2]1[N-:3][C:4]([H:9])=[N:5][O:6]1)([H:7])[H:8]>>[N:1]([C:2]([N:3]=[C:4]=[N:5][H:9])=[O:6])([H:7])[H:8],38.4966608829165
0,147,78,[C:1]([C:2]#[C:3][C@@:4]([C:5]([H:11])([H:12])[H:13])([O:6][H:14])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[C:3]=[C:4]([C:5]([H:11])([H:12])[H:13])[H:10])[O:6][H:14])([H:7])([H:8])[H:9],56.136710116612704
0,148,79,[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([H:10])[C@@:4]2([H:11])[N:5]([H:12])[C@@:6]12[H:13]>>[C:1]1([H:7])=[C:2]([H:9])[C:3]([H:10])=[C:4]([H:11])[N:5]([H:12])[C:6]1([H:8])[H:13],47.62405566272861
1,149,79,[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([H:10])[C@@:4]2([H:11])[N:5]([H:12])[C@@:6]12[H:13]>>[C:1](=[C:2](/[C:3](=[C:4]([C:6](=[N:5]/[H:12])\[H:13])/[H:11])[H:10])[H:9])([H:7])[H:8],39.934008035782796
0,150,80,[C:1]([C:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]1([H:12])[H:13])([H:6])([H:7])[H:8]>>[C:1]([C:2](=[C:3]([H:10])[H:11])[H:9])([H:6])([H:7])[H:8].[O:4]=[C:5]([H:12])[H:13],56.70252580876039
0,151,81,[O:1]=[C:2]([C:3]([C:4]1([H:10])[C:5]([H:11])([H:12])[C:6]1([H:13])[H:14])([H:8])[H:9])[H:7]>>[O:1]=[C:2]([C:6]([C:5]([C:4](=[C:3]([H:8])[H:9])[H:10])([H:11])[H:12])([H:13])[H:14])[H:7],59.2226985963972
1,152,81,[O:1]=[C:2]([C:3]([C:4]1([H:10])[C:5]([H:11])([H:12])[C:6]1([H:13])[H:14])([H:8])[H:9])[H:7]>>[C:3](=[C:4]([C:5]([C:6]([H:7])([H:13])[H:14])([H:11])[H:12])[H:10])([H:8])[H:9].[O+:1]#[C-:2],47.97233750272671
0,153,82,[C:1]([O:2]/[C:3]([C:4]([H:9])([H:10])[H:11])=[N:5]/[H:12])([H:6])([H:7])[H:8]>>[C:1]([N:5]([C:3](=[O:2])[C:4]([H:9])([H:10])[H:11])[H:12])([H:6])([H:7])[H:8],45.818009508755395
0,154,83,[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[O:4][C:5]1=[O:6])[H:7]>>[O:1]([C:2](=[C:3]([H:9])[H:10])[H:8])[H:7].[O:4]=[C:5]=[O:6],29.233293459245505
0,155,84,[C:1]([O:2][C:3]([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2]/[C:3](=[C:4](\[C:5]([O:6][H:11])([H:13])[H:14])[H:12])[H:10])([H:7])([H:8])[H:9],55.119492879689396
0,156,85,[C:1]([C:2]([O:3][C:4]([C:5]#[C:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([O:3][C:6](=[C:5]=[C:4]([H:12])[H:13])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],56.9173093166068
1,157,85,[C:1]([C:2]([O:3][C:4]([C:5]#[C:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[O:3])[H:10])([H:7])([H:8])[H:9].[C:4](=[C:5]=[C:6]([H:11])[H:14])([H:12])[H:13],28.040216406542697
0,158,86,[C:1](/[N:2]=[C:3](\[O:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([N:2]([C:3](=[O:4])[H:10])[C:5](=[O:6])[H:11])([H:7])([H:8])[H:9],19.5775682090447
1,159,86,[C:1](/[N:2]=[C:3](\[O:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([N:2]=[C:3]([H:10])[H:11])([H:7])([H:8])[H:9].[O:4]=[C:5]=[O:6],43.5724379449736
2,160,86,[C:1](/[N:2]=[C:3](\[O:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C-:5]#[O+:6].[C:1]([N:2]([C:3](=[O:4])[H:10])[H:11])([H:7])([H:8])[H:9],46.6829010628125
0,161,87,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]([C:2]1=[C:5]([H:11])[O:4][C:3]1([H:9])[H:10])([H:6])([H:7])[H:8],59.951835532879
1,162,87,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]([C:2](=[C:3]([H:9])[H:10])[H:8])([C:5](=[O:4])[H:11])([H:6])[H:7],27.831904750124696
0,163,88,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1]([C@@:2]1([H:9])[C:3]([H:10])=[N:6]1)([C:4](=[C:5]([H:12])[H:13])[H:11])([H:7])[H:8],44.6296057519919
1,164,88,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1](=[C:2]([N:6]1[C:3]([H:10])=[C:4]([H:11])[C:5]1([H:12])[H:13])[H:9])([H:7])[H:8],47.60600873242479
0,165,89,[C:1](/[N:2]=[C:3]1/[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9]>>[C:1]([N:2]=[C:3]=[O:6])([H:7])([H:8])[H:9].[C:4](=[C:5]([H:12])[H:13])([H:10])[H:11],41.2051856563991
0,166,90,[O:1]=[C:2]1[O:3][C:4]([H:7])=[N:5][O:6]1>>[O:1]=[C:2]=[O:6].[O:3]([C:4]#[N:5])[H:7],29.044453449098807
1,167,90,[O:1]=[C:2]1[O:3][C:4]([H:7])=[N:5][O:6]1>>[O:1]=[C:2]=[O:6].[O:3]=[C:4]=[N:5][H:7],29.026651443004
0,168,91,[O:1]([C:2]1([C:5]#[C:6][H:12])[C:3]([H:8])([H:9])[C:4]1([H:10])[H:11])[H:7]>>[O:1]=[C:2]([C:4]([C:3]([H:7])([H:8])[H:9])([H:10])[H:11])[C:5]#[C:6][H:12],45.016759986001
0,169,92,[O:1]([C:2]1=[N:3][O:4][N:5]=[N:6]1)[H:7]>>[N:5]#[N:6].[O:1]([C:2]#[N+:3][O-:4])[H:7],9.929703742328948
1,170,92,[O:1]([C:2]1=[N:3][O:4][N:5]=[N:6]1)[H:7]>>[O:1]([C:2]#[N:3])[H:7].[O:4]=[N+:5]=[N-:6],29.7142393254601
0,171,93,[C:1](/[C:2](=[N:3]\[H:10])[N:4]([C:5](=[O:6])[H:12])[H:11])([H:7])([H:8])[H:9]>>[C:1](/[C:2]([N:3]([H:10])[H:11])=[N:4]/[C:5](=[O:6])[H:12])([H:7])([H:8])[H:9],29.5344182703331
0,172,94,[C:1]([N:2]1[N:3]=[N:4][N:5]=[N:6]1)([H:7])([H:8])[H:9]>>[C:1]([N:2]=[N+:6]=[N-:5])([H:7])([H:8])[H:9].[N:3]#[N:4],13.787054186407099
0,173,95,[C:1](/[N:2]=[C:3](\[N:4]([H:10])[H:11])[C:5]#[N:6])([H:7])([H:8])[H:9]>>[C:1]([N:2](/[C:3](=[N:4]/[H:11])[C:5]#[N:6])[H:10])([H:7])([H:8])[H:9],37.0795958536451
0,174,96,[O:1]=[C:2]1[O:3][N:4]=[N:5][O:6]1>>[N-:4]=[N+:5]=[O:6].[O:1]=[C:2]=[O:3],6.49575525111587
0,175,97,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C@@:4]1([H:14])[C:5]([H:15])([H:16])[O:6]1)[H:10])([H:7])([H:8])[H:9]>>[C:1](=[C:2]([C:3]([H:11])([H:12])[H:13])[H:10])([H:8])[H:9].[C:4]([C:5]([H:7])([H:15])[H:16])(=[O:6])[H:14],59.81860913060229
1,176,97,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C@@:4]1([H:14])[C:5]([H:15])([H:16])[O:6]1)[H:10])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])=[C:4]([C:5]([O:6][H:10])([H:15])[H:16])[H:14])([H:7])([H:8])[H:9],54.74292144411489
0,177,98,[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@@:4]1([H:10])[N:5]([H:11])[C@@:6]21[H:12]>>[N:1]1([H:7])[C:2]([H:8])=[C:6]([H:12])[N:5]([H:11])[C:4]([H:10])=[C:3]1[H:9],41.7387250049109
1,178,98,[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@@:4]1([H:10])[N:5]([H:11])[C@@:6]21[H:12]>>[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C:4]([H:10])([H:12])[N:5]([H:11])[C:6]2,55.99902847195
2,179,98,[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@@:4]1([H:10])[N:5]([H:11])[C@@:6]21[H:12]>>[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@:6]2(/[C:4](=[N:5]/[H:11])[H:10])[H:12],42.9233487430281
3,180,98,[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@@:4]1([H:10])[N:5]([H:11])[C@@:6]21[H:12]>>[N:1]1=[C:2]([H:8])[C@@:6]2([H:12])[C@@:4]([H:10])([C:3]1([H:7])[H:9])[N:5]2[H:11],48.4543128539493
4,181,98,[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@@:4]1([H:10])[N:5]([H:11])[C@@:6]21[H:12]>>[N:1]1([H:7])[C@:3]2([H:9])[C:2]([H:8])=[C:6]([H:12])[N:5]([H:11])[C@:4]12[H:10],41.9406078387905
0,182,99,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[O:3])[C:4]([C:5]([N:6]([H:11])[H:15])([H:13])[H:14])([H:10])[H:12])([H:7])([H:8])[H:9],39.8922986012528
1,183,99,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]([O:3][H:11])(/[C:4](=[N:6]/[C:5]([H:13])([H:14])[H:15])[H:12])[H:10])([H:7])([H:8])[H:9],58.896196002486704
2,184,99,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[O:3])[H:10])([H:7])([H:8])[H:9].[C:4](=[C:5]([H:13])[H:14])([N:6]([H:11])[H:15])[H:12],48.3038767445928
0,185,100,[C:1](#[C:2][C:3]([C:4]#[N:5])([H:7])[H:8])[H:6]>>[C:1](=[C:2]=[C:3]([C:4]#[N:5])[H:8])([H:6])[H:7],58.5880433544734
0,186,101,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[O:3][C@@:4]1([C:5]([O:6][H:11])([H:13])[H:14])[H:12])([H:7])([H:8])[H:9],43.0418036511466
1,187,101,[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9]>>[C:1](/[C:2]([O:3][H:11])=[C:4](\[C:5]([O:6][H:10])([H:13])[H:14])[H:12])([H:7])([H:8])[H:9],55.9783537447608
0,188,102,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]1=[O:6])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[O:3])[H:10])([H:7])([H:8])[H:9].[C:4](=[C:5]=[O:6])([H:11])[H:12],46.0942915352717
1,189,102,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]1=[O:6])([H:7])([H:8])[H:9]>>[C:1](=[C:2]([C:5]([C:4]([O:3][H:8])([H:11])[H:12])=[O:6])[H:10])([H:7])[H:9],53.5008182521236
0,190,103,[O:1]=[C:2]([C:3]1([H:7])[C:4]([H:8])([H:9])[C:5]1([H:10])[H:11])[H:6]>>[O:1]1[C:2]([H:6])=[C:3]([H:7])[C:4]([H:8])([H:9])[C:5]1([H:10])[H:11],43.878259469820996
1,191,103,[O:1]=[C:2]([C:3]1([H:7])[C:4]([H:8])([H:9])[C:5]1([H:10])[H:11])[H:6]>>[O:1]=[C:2]=[C:3]([C:5]([C:4]([H:6])([H:8])[H:9])([H:10])[H:11])[H:7],48.656472379477385
0,192,104,[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C@:5]1([O:6][H:14])[H:13])[H:7]>>[C:2]1([C:5](=[O:6])[H:13])([H:8])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12].[O:1]([H:7])[H:14],55.0298682880631
1,193,104,[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C@:5]1([O:6][H:14])[H:13])[H:7]>>[C:2]1([H:8])([H:13])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]1=[O:6].[O:1]([H:7])[H:14],53.851789385447
0,194,105,[C@:1]12([H:7])[C@:2]3([H:8])[C@@:3]1([H:9])[N:4]1[C@@:5]2([H:10])[C@:6]31[H:11]>>[C:1]1([H:7])=[C:3]([H:9])[C:2]([H:8])=[C:6]([H:11])[N:4]=[C:5]1[H:10],36.2116097907239
0,195,106,[C:1]([C@@:2]([O:3][H:11])([C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[C:4]([H:12])[H:13])[H:10])([H:7])([H:8])[H:9].[O:3]([C:5](=[O:6])[H:14])[H:11],45.42766090371679
0,196,107,[O:1]=[C:2]([C:3]#[C:4][C:5]#[C:6][H:8])[H:7]>>[O:1]=[C:2]=[C:3]=[C:4]=[C:5]=[C:6]([H:7])[H:8],56.9981375117002
