idx,code,reaction
53,28,[C-:12]([N+:13]#[C:14][C:15]([H:18])([H:19])[H:20])([H:16])[H:17].[C:1]([O:2][C:3](=[O:4])[C:5]1=[C:6]([H:24])[C:7]2([H:25])[C:8]([H:26])([H:27])[C:9]([H:28])([H:29])[C:10]1([H:30])[C:11]2([H:31])[H:32])([H:21])([H:22])[H:23]>>[C:1]([O:2][C:3](=[O:4])[C:5]12[C:6]([H:24])([C:7]3([H:25])[C:8]([H:26])([H:27])[C:9]([H:28])([H:29])[C:10]1([H:30])[C:11]3([H:31])[H:32])[C:14]([C:15]([H:18])([H:19])[H:20])=[N:13][C:12]2([H:16])[H:17])([H:21])([H:22])[H:23]
54,28,[C-:12]([N+:13]#[C:14][C:15]([H:18])([H:19])[H:20])([H:16])[H:17].[C:1]([O:2][C:3](=[O:4])[C:5]1=[C:6]([H:24])[C:7]2([H:25])[C:8]([H:26])([H:27])[C:9]([H:28])([H:29])[C:10]1([H:30])[C:11]2([H:31])[H:32])([H:21])([H:22])[H:23]>>[C:1]([O:2][C:3](=[O:4])[C:5]12[C:6]([H:24])([C:7]3([H:25])[C:8]([H:26])([H:27])[C:9]([H:28])([H:29])[C:10]1([H:30])[C:11]3([H:31])[H:32])[C:12]([H:16])([H:17])[N:13]=[C:14]2[C:15]([H:18])([H:19])[H:20])([H:21])([H:22])[H:23]
55,29,[C:1]([C:2]#[C:3][F:4])([H:16])([H:17])[H:18].[C:5]([O:6][C:7](=[O:8])[C-:9]([C:10]#[N:11])[O+:12]=[C:13]([C:14]([H:22])([H:23])[H:24])[C:15]([H:25])([H:26])[H:27])([H:19])([H:20])[H:21]>>[C:1]([C:2]1=[C:3]([F:4])[C:9]([C:7]([O:6][C:5]([H:19])([H:20])[H:21])=[O:8])([C:10]#[N:11])[O:12][C:13]1([C:14]([H:22])([H:23])[H:24])[C:15]([H:25])([H:26])[H:27])([H:16])([H:17])[H:18]
56,29,[C:1]([C:2]#[C:3][F:4])([H:16])([H:17])[H:18].[C:5]([O:6][C:7](=[O:8])[C-:9]([C:10]#[N:11])[O+:12]=[C:13]([C:14]([H:22])([H:23])[H:24])[C:15]([H:25])([H:26])[H:27])([H:19])([H:20])[H:21]>>[C:1]([C:2]1=[C:3]([F:4])[C:13]([C:14]([H:22])([H:23])[H:24])([C:15]([H:25])([H:26])[H:27])[O:12][C:9]1([C:7]([O:6][C:5]([H:19])([H:20])[H:21])=[O:8])[C:10]#[N:11])([H:16])([H:17])[H:18]
57,30,[C:1]([O:2][C:3](=[O:4])[C:5]#[C:6][Cl:7])([H:15])([H:16])[H:17].[C:8]([O:9][C:10](=[O:11])[N:12]=[O+:13][O-:14])([H:18])([H:19])[H:20]>>[C:1]([O:2][C:3](=[O:4])[C:5]1=[C:6]([Cl:7])[O:14][O:13][N:12]1[C:10]([O:9][C:8]([H:18])([H:19])[H:20])=[O:11])([H:15])([H:16])[H:17]
58,30,[C:1]([O:2][C:3](=[O:4])[C:5]#[C:6][Cl:7])([H:15])([H:16])[H:17].[C:8]([O:9][C:10](=[O:11])[N:12]=[O+:13][O-:14])([H:18])([H:19])[H:20]>>[C:1]([O:2][C:3](=[O:4])[C:5]1=[C:6]([Cl:7])[N:12]([C:10]([O:9][C:8]([H:18])([H:19])[H:20])=[O:11])[O:13][O:14]1)([H:15])([H:16])[H:17]
59,31,[C:1](#[C:2][C:3]([H:29])([H:30])[H:31])[H:28].[C:4]([O:5][C:6](=[O:7])[C-:8]([C:9]([H:19])([H:20])[H:21])[O+:10]=[C:11]([C:12]([H:22])([H:23])[H:24])[C:13]([C:14]([H:25])([H:26])[H:27])=[O:15])([H:16])([H:17])[H:18]>>[C:1]1([H:28])=[C:2]([C:3]([H:29])([H:30])[H:31])[C:11]([C:12]([H:22])([H:23])[H:24])([C:13]([C:14]([H:25])([H:26])[H:27])=[O:15])[O:10][C:8]1([C:6]([O:5][C:4]([H:16])([H:17])[H:18])=[O:7])[C:9]([H:19])([H:20])[H:21]
60,31,[C:1](#[C:2][C:3]([H:29])([H:30])[H:31])[H:28].[C:4]([O:5][C:6](=[O:7])[C-:8]([C:9]([H:19])([H:20])[H:21])[O+:10]=[C:11]([C:12]([H:22])([H:23])[H:24])[C:13]([C:14]([H:25])([H:26])[H:27])=[O:15])([H:16])([H:17])[H:18]>>[C:1]1([H:28])=[C:2]([C:3]([H:29])([H:30])[H:31])[C:8]([C:6]([O:5][C:4]([H:16])([H:17])[H:18])=[O:7])([C:9]([H:19])([H:20])[H:21])[O:10][C:11]1([C:12]([H:22])([H:23])[H:24])[C:13]([C:14]([H:25])([H:26])[H:27])=[O:15]
61,32,[C-:5]([N+:6](=[C:7]([C:8](=[O:9])[N:10]([C:11]([H:20])([H:21])[H:22])[H:19])[C:12](=[O:13])[N:14]([C:15]([H:24])([H:25])[H:26])[H:23])[H:18])([H:16])[H:17].[C:1](#[C:2][O:3][C:4]([H:28])([H:29])[H:30])[H:27]>>[C:1]1([H:27])=[C:2]([O:3][C:4]([H:28])([H:29])[H:30])[C:5]([H:16])([H:17])[N:6]([H:18])[C:7]1([C:8](=[O:9])[N:10]([C:11]([H:20])([H:21])[H:22])[H:19])[C:12](=[O:13])[N:14]([C:15]([H:24])([H:25])[H:26])[H:23]
62,32,[C-:5]([N+:6](=[C:7]([C:8](=[O:9])[N:10]([C:11]([H:20])([H:21])[H:22])[H:19])[C:12](=[O:13])[N:14]([C:15]([H:24])([H:25])[H:26])[H:23])[H:18])([H:16])[H:17].[C:1](#[C:2][O:3][C:4]([H:28])([H:29])[H:30])[H:27]>>[C:1]1([H:27])=[C:2]([O:3][C:4]([H:28])([H:29])[H:30])[C:7]([C:8](=[O:9])[N:10]([C:11]([H:20])([H:21])[H:22])[H:19])([C:12](=[O:13])[N:14]([C:15]([H:24])([H:25])[H:26])[H:23])[N:6]([H:18])[C:5]1([H:16])[H:17]
63,33,[C:1]([O:2]/[C:3]([F:4])=[C:5](\[F:6])[O:7][C:8]([H:19])([H:20])[H:21])([H:16])([H:17])[H:18].[C:9](#[N+:10][N-:11][C:12](=[O:13])[O:14][C:15]([H:23])([H:24])[H:25])[H:22]>>[C:1]([O:2][C@@:3]1([F:4])[C@:5]([F:6])([O:7][C:8]([H:19])([H:20])[H:21])[N:11]([C:12](=[O:13])[O:14][C:15]([H:23])([H:24])[H:25])[N:10]=[C:9]1[H:22])([H:16])([H:17])[H:18]
64,34,[C:1]([O:2][C:3]#[C:4][C:5]#[N:6])([H:18])([H:19])[H:20].[N:7]#[C:8][C-:9]([N+:10]#[C:11][C:12]1=[C:13]([H:22])[C:14]([H:23])=[C:15]([H:24])[C:16]([H:25])=[C:17]1[H:26])[H:21]>>[C:1]([O:2][C:3]1=[C:4]([C:5]#[N:6])[C:11]([C:12]2=[C:13]([H:22])[C:14]([H:23])=[C:15]([H:24])[C:16]([H:25])=[C:17]2[H:26])=[N:10][C:9]1([C:8]#[N:7])[H:21])([H:18])([H:19])[H:20]
65,34,[C:1]([O:2][C:3]#[C:4][C:5]#[N:6])([H:18])([H:19])[H:20].[N:7]#[C:8][C-:9]([N+:10]#[C:11][C:12]1=[C:13]([H:22])[C:14]([H:23])=[C:15]([H:24])[C:16]([H:25])=[C:17]1[H:26])[H:21]>>[C:1]([O:2][C:3]1=[C:4]([C:5]#[N:6])[C:9]([C:8]#[N:7])([H:21])[N:10]=[C:11]1[C:12]1=[C:13]([H:22])[C:14]([H:23])=[C:15]([H:24])[C:16]([H:25])=[C:17]1[H:26])([H:18])([H:19])[H:20]
66,35,[C-:9]([N+:10](=[C:11]([C:12]([H:20])([H:21])[H:22])[C:13](=[O:14])[O:15][C:16]([H:23])([H:24])[H:25])[H:19])([H:17])[H:18].[C:1](#[C:2][C:3]1=[C:4]([H:27])[C:5]([H:28])=[C:6]([H:29])[C:7]([H:30])=[C:8]1[H:31])[H:26]>>[C:1]1([H:26])=[C:2]([C:3]2=[C:4]([H:27])[C:5]([H:28])=[C:6]([H:29])[C:7]([H:30])=[C:8]2[H:31])[C:11]([C:12]([H:20])([H:21])[H:22])([C:13](=[O:14])[O:15][C:16]([H:23])([H:24])[H:25])[N:10]([H:19])[C:9]1([H:17])[H:18]
67,35,[C-:9]([N+:10](=[C:11]([C:12]([H:20])([H:21])[H:22])[C:13](=[O:14])[O:15][C:16]([H:23])([H:24])[H:25])[H:19])([H:17])[H:18].[C:1](#[C:2][C:3]1=[C:4]([H:27])[C:5]([H:28])=[C:6]([H:29])[C:7]([H:30])=[C:8]1[H:31])[H:26]>>[C:1]1([H:26])=[C:2]([C:3]2=[C:4]([H:27])[C:5]([H:28])=[C:6]([H:29])[C:7]([H:30])=[C:8]2[H:31])[C:9]([H:17])([H:18])[N:10]([H:19])[C:11]1([C:12]([H:20])([H:21])[H:22])[C:13](=[O:14])[O:15][C:16]([H:23])([H:24])[H:25]
68,36,[C-:4]([N+:5]([C:6]([H:19])([H:20])[H:21])=[C:7]([C:8]([C:9]([H:22])([H:23])[H:24])=[O:10])[C:11]1=[C:12]([H:25])[C:13]([H:26])=[C:14]([H:27])[C:15]([H:28])=[C:16]1[H:29])([H:17])[H:18].[C:1](#[C:2][C:3]([H:31])([H:32])[H:33])[H:30]>>[C:1]1([H:30])=[C:2]([C:3]([H:31])([H:32])[H:33])[C:7]([C:8]([C:9]([H:22])([H:23])[H:24])=[O:10])([C:11]2=[C:12]([H:25])[C:13]([H:26])=[C:14]([H:27])[C:15]([H:28])=[C:16]2[H:29])[N:5]([C:6]([H:19])([H:20])[H:21])[C:4]1([H:17])[H:18]
69,36,[C-:4]([N+:5]([C:6]([H:19])([H:20])[H:21])=[C:7]([C:8]([C:9]([H:22])([H:23])[H:24])=[O:10])[C:11]1=[C:12]([H:25])[C:13]([H:26])=[C:14]([H:27])[C:15]([H:28])=[C:16]1[H:29])([H:17])[H:18].[C:1](#[C:2][C:3]([H:31])([H:32])[H:33])[H:30]>>[C:1]1([H:30])=[C:2]([C:3]([H:31])([H:32])[H:33])[C:4]([H:17])([H:18])[N:5]([C:6]([H:19])([H:20])[H:21])[C:7]1([C:8]([C:9]([H:22])([H:23])[H:24])=[O:10])[C:11]1=[C:12]([H:25])[C:13]([H:26])=[C:14]([H:27])[C:15]([H:28])=[C:16]1[H:29]
70,37,[C:1]([O:2][C:3]#[C:4][Cl:5])([H:16])([H:17])[H:18].[C:6]([N:7]([C:8](=[O:9])[C:10]#[N+:11][C-:12]([C:13]([H:23])([H:24])[H:25])[C:14]#[N:15])[H:22])([H:19])([H:20])[H:21]>>[C:1]([O:2][C:3]1=[C:4]([Cl:5])[C:10]([C:8]([N:7]([C:6]([H:19])([H:20])[H:21])[H:22])=[O:9])=[N:11][C:12]1([C:13]([H:23])([H:24])[H:25])[C:14]#[N:15])([H:16])([H:17])[H:18]
71,37,[C:1]([O:2][C:3]#[C:4][Cl:5])([H:16])([H:17])[H:18].[C:6]([N:7]([C:8](=[O:9])[C:10]#[N+:11][C-:12]([C:13]([H:23])([H:24])[H:25])[C:14]#[N:15])[H:22])([H:19])([H:20])[H:21]>>[C:1]([O:2][C:3]1=[C:4]([Cl:5])[C:12]([C:13]([H:23])([H:24])[H:25])([C:14]#[N:15])[N:11]=[C:10]1[C:8]([N:7]([C:6]([H:19])([H:20])[H:21])[H:22])=[O:9])([H:16])([H:17])[H:18]
72,38,[C:10]([N-:11][N+:12](=[C:13]([C:14]#[N:15])[C:16]#[N:17])[H:21])([H:18])([H:19])[H:20].[N:1]#[C:2][C:3]1=[C:4]([H:22])[C:5]2([H:23])[C:6]([H:24])=[C:7]([H:25])[C:8]1([H:26])[O:9]2>>[N:1]#[C:2][C:3]1=[C:4]([H:22])[C:5]2([H:23])[C:6]3([H:24])[C:7]([H:25])([C:8]1([H:26])[O:9]2)[C:13]([C:14]#[N:15])([C:16]#[N:17])[N:12]([H:21])[N:11]3[C:10]([H:18])([H:19])[H:20]
73,38,[C:10]([N-:11][N+:12](=[C:13]([C:14]#[N:15])[C:16]#[N:17])[H:21])([H:18])([H:19])[H:20].[N:1]#[C:2][C:3]1=[C:4]([H:22])[C:5]2([H:23])[C:6]([H:24])=[C:7]([H:25])[C:8]1([H:26])[O:9]2>>[N:1]#[C:2][C:3]12[C:4]([H:22])([C:5]3([H:23])[C:6]([H:24])=[C:7]([H:25])[C:8]1([H:26])[O:9]3)[N:11]([C:10]([H:18])([H:19])[H:20])[N:12]([H:21])[C:13]2([C:14]#[N:15])[C:16]#[N:17]
74,38,[C:10]([N-:11][N+:12](=[C:13]([C:14]#[N:15])[C:16]#[N:17])[H:21])([H:18])([H:19])[H:20].[N:1]#[C:2][C:3]1=[C:4]([H:22])[C:5]2([H:23])[C:6]([H:24])=[C:7]([H:25])[C:8]1([H:26])[O:9]2>>[N:1]#[C:2][C:3]12[C:4]([H:22])([C:5]3([H:23])[C:6]([H:24])=[C:7]([H:25])[C:8]1([H:26])[O:9]3)[C:13]([C:14]#[N:15])([C:16]#[N:17])[N:12]([H:21])[N:11]2[C:10]([H:18])([H:19])[H:20]
75,38,[C:10]([N-:11][N+:12](=[C:13]([C:14]#[N:15])[C:16]#[N:17])[H:21])([H:18])([H:19])[H:20].[N:1]#[C:2][C:3]1=[C:4]([H:22])[C:5]2([H:23])[C:6]([H:24])=[C:7]([H:25])[C:8]1([H:26])[O:9]2>>[N:1]#[C:2][C:3]1=[C:4]([H:22])[C:5]2([H:23])[C:6]3([H:24])[C:7]([H:25])([C:8]1([H:26])[O:9]2)[N:11]([C:10]([H:18])([H:19])[H:20])[N:12]([H:21])[C:13]3([C:14]#[N:15])[C:16]#[N:17]
76,39,[C:1]([C:2]#[C:3][F:4])([H:17])([H:18])[H:19].[C:5]([N:6]([C:7](=[O:8])[C:9](=[N+:10]([C-:11]([C:12]#[N:13])[H:25])[H:24])[C:14]([C:15]([H:26])([H:27])[H:28])=[O:16])[H:23])([H:20])([H:21])[H:22]>>[C:1]([C:2]1=[C:3]([F:4])[C:9]([C:7]([N:6]([C:5]([H:20])([H:21])[H:22])[H:23])=[O:8])([C:14]([C:15]([H:26])([H:27])[H:28])=[O:16])[N:10]([H:24])[C:11]1([C:12]#[N:13])[H:25])([H:17])([H:18])[H:19]
77,39,[C:1]([C:2]#[C:3][F:4])([H:17])([H:18])[H:19].[C:5]([N:6]([C:7](=[O:8])[C:9](=[N+:10]([C-:11]([C:12]#[N:13])[H:25])[H:24])[C:14]([C:15]([H:26])([H:27])[H:28])=[O:16])[H:23])([H:20])([H:21])[H:22]>>[C:1]([C:2]1=[C:3]([F:4])[C:11]([C:12]#[N:13])([H:25])[N:10]([H:24])[C:9]1([C:7]([N:6]([C:5]([H:20])([H:21])[H:22])[H:23])=[O:8])[C:14]([C:15]([H:26])([H:27])[H:28])=[O:16])([H:17])([H:18])[H:19]
78,40,[C:1]([C:2](=[O:3])[C:4]#[C:5][Cl:6])([H:17])([H:18])[H:19].[C:7]([C-:8]([C:9]#[N:10])[O+:11]=[C:12]([C:13]#[N:14])[C:15]#[N:16])([H:20])([H:21])[H:22]>>[C:1]([C:2](=[O:3])[C:4]1=[C:5]([Cl:6])[C:8]([C:7]([H:20])([H:21])[H:22])([C:9]#[N:10])[O:11][C:12]1([C:13]#[N:14])[C:15]#[N:16])([H:17])([H:18])[H:19]
79,40,[C:1]([C:2](=[O:3])[C:4]#[C:5][Cl:6])([H:17])([H:18])[H:19].[C:7]([C-:8]([C:9]#[N:10])[O+:11]=[C:12]([C:13]#[N:14])[C:15]#[N:16])([H:20])([H:21])[H:22]>>[C:1]([C:2](=[O:3])[C:4]1=[C:5]([Cl:6])[C:12]([C:13]#[N:14])([C:15]#[N:16])[O:11][C:8]1([C:7]([H:20])([H:21])[H:22])[C:9]#[N:10])([H:17])([H:18])[H:19]
80,41,[C:1](#[C:2][C:3](=[O:4])[N:5]([C:6]([H:20])([H:21])[H:22])[H:19])[H:18].[N:7]#[C:8][C:9](=[O+:10][C-:11]([C:12]1=[C:13]([H:25])[C:14]([H:26])=[C:15]([H:27])[C:16]([H:28])=[C:17]1[H:29])[H:24])[H:23]>>[C:1]1([H:18])=[C:2]([C:3](=[O:4])[N:5]([C:6]([H:20])([H:21])[H:22])[H:19])[C:11]([C:12]2=[C:13]([H:25])[C:14]([H:26])=[C:15]([H:27])[C:16]([H:28])=[C:17]2[H:29])([H:24])[O:10][C:9]1([C:8]#[N:7])[H:23]
81,41,[C:1](#[C:2][C:3](=[O:4])[N:5]([C:6]([H:20])([H:21])[H:22])[H:19])[H:18].[N:7]#[C:8][C:9](=[O+:10][C-:11]([C:12]1=[C:13]([H:25])[C:14]([H:26])=[C:15]([H:27])[C:16]([H:28])=[C:17]1[H:29])[H:24])[H:23]>>[C:1]1([H:18])=[C:2]([C:3](=[O:4])[N:5]([C:6]([H:20])([H:21])[H:22])[H:19])[C:9]([C:8]#[N:7])([H:23])[O:10][C:11]1([C:12]1=[C:13]([H:25])[C:14]([H:26])=[C:15]([H:27])[C:16]([H:28])=[C:17]1[H:29])[H:24]
82,42,[C:1]([O:2][C:3]#[C:4][Cl:5])([H:16])([H:17])[H:18].[C:6](#[N+:7][C-:8]([C:9]([C:10]([H:20])([H:21])[H:22])=[O:11])[C:12](=[O:13])[N:14]([C:15]([H:24])([H:25])[H:26])[H:23])[H:19]>>[C:1]([O:2][C:3]1=[C:4]([Cl:5])[C:8]([C:9]([C:10]([H:20])([H:21])[H:22])=[O:11])([C:12](=[O:13])[N:14]([C:15]([H:24])([H:25])[H:26])[H:23])[N:7]=[C:6]1[H:19])([H:16])([H:17])[H:18]
83,42,[C:1]([O:2][C:3]#[C:4][Cl:5])([H:16])([H:17])[H:18].[C:6](#[N+:7][C-:8]([C:9]([C:10]([H:20])([H:21])[H:22])=[O:11])[C:12](=[O:13])[N:14]([C:15]([H:24])([H:25])[H:26])[H:23])[H:19]>>[C:1]([O:2][C:3]1=[C:4]([Cl:5])[C:6]([H:19])=[N:7][C:8]1([C:9]([C:10]([H:20])([H:21])[H:22])=[O:11])[C:12](=[O:13])[N:14]([C:15]([H:24])([H:25])[H:26])[H:23])([H:16])([H:17])[H:18]
84,43,[C:11]([C:12](=[O:13])[C:14]#[N+:15][O-:16])([H:17])([H:18])[H:19].[C:1]([O:2][C:3]1=[C:4]([C:5]([H:23])([H:24])[H:25])[C:6]2([H:26])[C:7]([H:27])([H:28])[C:8]([H:29])([H:30])[C:9]1([H:31])[C:10]2([H:32])[H:33])([H:20])([H:21])[H:22]>>[C:1]([O:2][C:3]12[C:4]([C:5]([H:23])([H:24])[H:25])([C:6]3([H:26])[C:7]([H:27])([H:28])[C:8]([H:29])([H:30])[C:9]1([H:31])[C:10]3([H:32])[H:33])[C:14]([C:12]([C:11]([H:17])([H:18])[H:19])=[O:13])=[N:15][O:16]2)([H:20])([H:21])[H:22]
85,43,[C:11]([C:12](=[O:13])[C:14]#[N+:15][O-:16])([H:17])([H:18])[H:19].[C:1]([O:2][C:3]1=[C:4]([C:5]([H:23])([H:24])[H:25])[C:6]2([H:26])[C:7]([H:27])([H:28])[C:8]([H:29])([H:30])[C:9]1([H:31])[C:10]2([H:32])[H:33])([H:20])([H:21])[H:22]>>[C:1]([O:2][C:3]12[C:4]([C:5]([H:23])([H:24])[H:25])([C:6]3([H:26])[C:7]([H:27])([H:28])[C:8]([H:29])([H:30])[C:9]1([H:31])[C:10]3([H:32])[H:33])[O:16][N:15]=[C:14]2[C:12]([C:11]([H:17])([H:18])[H:19])=[O:13])([H:20])([H:21])[H:22]
86,44,[C-:10]([N+:11]#[C:12][C:13](=[O:14])[N:15]([C:16]([H:20])([H:21])[H:22])[H:19])([H:17])[H:18].[C:1]([C:2]1=[C:3]([C:4]([H:26])([H:27])[H:28])[C:5]2([H:29])[C:6]([H:30])([H:31])[C:7]([H:32])([H:33])[C:8]1([H:34])[C:9]2([H:35])[H:36])([H:23])([H:24])[H:25]>>[C:1]([C:2]12[C:3]([C:4]([H:26])([H:27])[H:28])([C:5]3([H:29])[C:6]([H:30])([H:31])[C:7]([H:32])([H:33])[C:8]1([H:34])[C:9]3([H:35])[H:36])[C:10]([H:17])([H:18])[N:11]=[C:12]2[C:13](=[O:14])[N:15]([C:16]([H:20])([H:21])[H:22])[H:19])([H:23])([H:24])[H:25]
87,45,[C:1]([C:2]#[C:3][C:4](=[O:5])[N:6]([C:7]([H:29])([H:30])[H:31])[H:28])([H:25])([H:26])[H:27].[C:8](=[O+:9][C-:10]([C:11]([C:12]([H:19])([H:20])[H:21])=[O:13])[C:14]([C:15]([H:22])([H:23])[H:24])=[O:16])([H:17])[H:18]>>[C:1]([C:2]1=[C:3]([C:4](=[O:5])[N:6]([C:7]([H:29])([H:30])[H:31])[H:28])[C:10]([C:11]([C:12]([H:19])([H:20])[H:21])=[O:13])([C:14]([C:15]([H:22])([H:23])[H:24])=[O:16])[O:9][C:8]1([H:17])[H:18])([H:25])([H:26])[H:27]
88,45,[C:1]([C:2]#[C:3][C:4](=[O:5])[N:6]([C:7]([H:29])([H:30])[H:31])[H:28])([H:25])([H:26])[H:27].[C:8](=[O+:9][C-:10]([C:11]([C:12]([H:19])([H:20])[H:21])=[O:13])[C:14]([C:15]([H:22])([H:23])[H:24])=[O:16])([H:17])[H:18]>>[C:1]([C:2]1=[C:3]([C:4](=[O:5])[N:6]([C:7]([H:29])([H:30])[H:31])[H:28])[C:8]([H:17])([H:18])[O:9][C:10]1([C:11]([C:12]([H:19])([H:20])[H:21])=[O:13])[C:14]([C:15]([H:22])([H:23])[H:24])=[O:16])([H:25])([H:26])[H:27]
89,46,[C:1]([O:2][C:3]#[C:4][C:5]([C:6]([H:20])([H:21])[H:22])=[O:7])([H:17])([H:18])[H:19].[C:8]([O:9][C:10](=[O:11])[C:12]#[N+:13][C-:14]([C:15]([H:26])([H:27])[H:28])[C:16]([H:29])([H:30])[H:31])([H:23])([H:24])[H:25]>>[C:1]([O:2][C:3]1=[C:4]([C:5]([C:6]([H:20])([H:21])[H:22])=[O:7])[C:14]([C:15]([H:26])([H:27])[H:28])([C:16]([H:29])([H:30])[H:31])[N:13]=[C:12]1[C:10]([O:9][C:8]([H:23])([H:24])[H:25])=[O:11])([H:17])([H:18])[H:19]
90,46,[C:1]([O:2][C:3]#[C:4][C:5]([C:6]([H:20])([H:21])[H:22])=[O:7])([H:17])([H:18])[H:19].[C:8]([O:9][C:10](=[O:11])[C:12]#[N+:13][C-:14]([C:15]([H:26])([H:27])[H:28])[C:16]([H:29])([H:30])[H:31])([H:23])([H:24])[H:25]>>[C:1]([O:2][C:3]1=[C:4]([C:5]([C:6]([H:20])([H:21])[H:22])=[O:7])[C:12]([C:10]([O:9][C:8]([H:23])([H:24])[H:25])=[O:11])=[N:13][C:14]1([C:15]([H:26])([H:27])[H:28])[C:16]([H:29])([H:30])[H:31])([H:17])([H:18])[H:19]
91,47,[C:10](=[N+:11]([C:12]([H:19])([H:20])[H:21])[N-:13][C:14]([C:15]([H:22])([H:23])[H:24])=[O:16])([H:17])[H:18].[F:1][C:2]1=[C:3]([F:4])[C:5]2([H:25])[C:6]([H:26])=[C:7]([H:27])[C:8]1([H:28])[O:9]2>>[F:1][C:2]12[C:3]([F:4])([C:5]3([H:25])[C:6]([H:26])=[C:7]([H:27])[C:8]1([H:28])[O:9]3)[N:13]([C:14]([C:15]([H:22])([H:23])[H:24])=[O:16])[N:11]([C:12]([H:19])([H:20])[H:21])[C:10]2([H:17])[H:18]
92,47,[C:10](=[N+:11]([C:12]([H:19])([H:20])[H:21])[N-:13][C:14]([C:15]([H:22])([H:23])[H:24])=[O:16])([H:17])[H:18].[F:1][C:2]1=[C:3]([F:4])[C:5]2([H:25])[C:6]([H:26])=[C:7]([H:27])[C:8]1([H:28])[O:9]2>>[F:1][C:2]1=[C:3]([F:4])[C:5]2([H:25])[C:6]3([H:26])[C:7]([H:27])([C:8]1([H:28])[O:9]2)[N:13]([C:14]([C:15]([H:22])([H:23])[H:24])=[O:16])[N:11]([C:12]([H:19])([H:20])[H:21])[C:10]3([H:17])[H:18]
93,48,[C:1]([O:2][C:3]#[C:4][F:5])([H:18])([H:19])[H:20].[C:6]([C:7]([C:8]#[N:9])=[N+:10]([N-:11][C:12]1=[C:13]([H:25])[C:14]([H:26])=[C:15]([H:27])[C:16]([H:28])=[C:17]1[H:29])[H:24])([H:21])([H:22])[H:23]>>[C:1]([O:2][C:3]1=[C:4]([F:5])[C:7]([C:6]([H:21])([H:22])[H:23])([C:8]#[N:9])[N:10]([H:24])[N:11]1[C:12]1=[C:13]([H:25])[C:14]([H:26])=[C:15]([H:27])[C:16]([H:28])=[C:17]1[H:29])([H:18])([H:19])[H:20]
94,48,[C:1]([O:2][C:3]#[C:4][F:5])([H:18])([H:19])[H:20].[C:6]([C:7]([C:8]#[N:9])=[N+:10]([N-:11][C:12]1=[C:13]([H:25])[C:14]([H:26])=[C:15]([H:27])[C:16]([H:28])=[C:17]1[H:29])[H:24])([H:21])([H:22])[H:23]>>[C:1]([O:2][C:3]1=[C:4]([F:5])[N:11]([C:12]2=[C:13]([H:25])[C:14]([H:26])=[C:15]([H:27])[C:16]([H:28])=[C:17]2[H:29])[N:10]([H:24])[C:7]1([C:6]([H:21])([H:22])[H:23])[C:8]#[N:9])([H:18])([H:19])[H:20]
95,49,[C:10]([C:11](=[O:12])[C:13]#[N+:14][N-:15][C:16]#[N:17])([H:18])([H:19])[H:20].[C:1]([O:2][C:3](=[O:4])[C:5]#[C:6][C:7]([C:8]([H:24])([H:25])[H:26])=[O:9])([H:21])([H:22])[H:23]>>[C:1]([O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([C:8]([H:24])([H:25])[H:26])=[O:9])[C:13]([C:11]([C:10]([H:18])([H:19])[H:20])=[O:12])=[N:14][N:15]1[C:16]#[N:17])([H:21])([H:22])[H:23]
96,49,[C:10]([C:11](=[O:12])[C:13]#[N+:14][N-:15][C:16]#[N:17])([H:18])([H:19])[H:20].[C:1]([O:2][C:3](=[O:4])[C:5]#[C:6][C:7]([C:8]([H:24])([H:25])[H:26])=[O:9])([H:21])([H:22])[H:23]>>[C:1]([O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([C:8]([H:24])([H:25])[H:26])=[O:9])[N:15]([C:16]#[N:17])[N:14]=[C:13]1[C:11]([C:10]([H:18])([H:19])[H:20])=[O:12])([H:21])([H:22])[H:23]
97,50,[C:11]([C:12](=[O:13])[C-:14]([C:15]([H:21])([H:22])[H:23])[N+:16]#[N:17])([H:18])([H:19])[H:20].[C:1]([C:2]1=[C:3]([C:4]#[N:5])[C:6]2([H:27])[C:7]([H:28])=[C:8]([H:29])[C:9]1([H:30])[O:10]2)([H:24])([H:25])[H:26]>>[C:1]([C:2]12[C:3]([C:4]#[N:5])([C:6]3([H:27])[C:7]([H:28])=[C:8]([H:29])[C:9]1([H:30])[O:10]3)[N:17]=[N:16][C:14]2([C:12]([C:11]([H:18])([H:19])[H:20])=[O:13])[C:15]([H:21])([H:22])[H:23])([H:24])([H:25])[H:26]
98,50,[C:11]([C:12](=[O:13])[C-:14]([C:15]([H:21])([H:22])[H:23])[N+:16]#[N:17])([H:18])([H:19])[H:20].[C:1]([C:2]1=[C:3]([C:4]#[N:5])[C:6]2([H:27])[C:7]([H:28])=[C:8]([H:29])[C:9]1([H:30])[O:10]2)([H:24])([H:25])[H:26]>>[C:1]([C:2]12[C:3]([C:4]#[N:5])([C:6]3([H:27])[C:7]([H:28])=[C:8]([H:29])[C:9]1([H:30])[O:10]3)[C:14]([C:12]([C:11]([H:18])([H:19])[H:20])=[O:13])([C:15]([H:21])([H:22])[H:23])[N:16]=[N:17]2)([H:24])([H:25])[H:26]
