Rind,reaction,idx,code
MR_105088_1,[C:1](/[C:4](=[C:3]([N:5]([H:10])[H:11])\[N:8]=[C:6](/[C:2]([H:16])([H:17])[H:18])[H:12])[O:7][H:9])([H:13])([H:14])[H:15]>>[C:1]([C:4]1([O:7][H:9])[C:3]([N:5]([H:10])[H:11])=[N:8][C:6]1([C:2]([H:16])([H:17])[H:18])[H:12])([H:13])([H:14])[H:15],78,69
MR_105183_1,[C-:1](\[C:3]([H:14])([H:15])[H:16])=[O+:6]\[H:9].[C:2]([C:4]([O:7][H:10])=[O:8])([O:5][H:11])([H:12])[H:13]>>[C:1]([C:3]([H:14])([H:15])[H:16])([O:5][C:2]([C:4]([O:7][H:10])=[O:8])([H:12])[H:13])([O:6][H:9])[H:11],79,70
MR_105185_1,[C:1](\[C:3]([H:14])([H:15])[H:16])(=[O+:5]\[C:2](=[C:4](\[O:7][H:10])[O-:8])[H:13])[H:11].[O:6]([H:9])[H:12]>>[C:1]([C:3]([H:14])([H:15])[H:16])([O:5][C:2]([C:4]([O:7][H:10])=[O:8])([H:12])[H:13])([O:6][H:9])[H:11],80,71
MR_105370_1,[C:1]([C:2]([H:10])([H:11])[H:12])(=[O:5])[H:7].[H:6][O:14][C:13]([H:16])([H:17])[H:18].[N:3]([O:4][H:15])([H:8])[H:9]>>[C:13]([O:14][H:15])([H:16])([H:17])[H:18].[C:1]([C:2]([H:10])([H:11])[H:12])([O:4][N:3]([H:8])[H:9])([O:5][H:6])[H:7],81,72
MR_105397_1,[C-:1](=[O+:5]\[H:9])\[O:6][H:8].[C:2](=[C:3]([H:15])[H:16])([N:4]([H:13])[H:14])[O:7][H:10].[H:11][H:12]>>[C:1]([C:3]([C:2]([N:4]([H:13])[H:14])([O:7][H:10])[H:12])([H:15])[H:16])([O:5][H:9])([O:6][H:8])[H:11],82,73
MR_105526_1,[C:1](/[N:4]=[N+:3](/[N-:2][H:5])[H:6])([H:7])([H:8])[H:9]>>[C:1](/[N:4]=[N:3]/[N:2]([H:5])[H:6])([H:7])([H:8])[H:9],83,74
MR_105591_0,[C-:1](/[C:5]([N:4]([C:3]([H:13])([H:14])[H:15])[H:8])=[N:7]/[H:10])([O+:6]=[C:2]([H:11])[H:12])[H:9]>>[C:1]1(/[C:5]([N:4]([C:3]([H:13])([H:14])[H:15])[H:8])=[N:7]/[H:10])([H:9])[C:2]([H:11])([H:12])[O:6]1,84,75
MR_105652_2,[N:1]([C:2]([O:4][H:7])=[O:5])([O:3][H:6])[H:8]>>[C:2](=[O:4])=[O:5].[N:1]([O:3][H:6])([H:7])[H:8],85,76
MR_105660_1,[N:1](=[C:2]=[O:5])[O:3][H:6].[O:4]([H:7])[H:8]>>[N:1]([C:2]([O:4][H:7])=[O:5])([O:3][H:6])[H:8],86,77
MR_105745_0,[C-:1](/[O+:7]=[C:2](\[C:6](=[C:5]([C:3]([H:13])([H:14])[H:15])[C:4]([H:16])([H:17])[H:18])[H:12])[H:11])([O:8][H:9])[H:10]>>[C:1]1([O:8][H:9])([H:10])[C:2]([C:6](=[C:5]([C:3]([H:13])([H:14])[H:15])[C:4]([H:16])([H:17])[H:18])[H:12])([H:11])[O:7]1,87,78
MR_105833_0,[C:1]([C:5]1=[C:4]([N:6]([H:10])[H:11])[N:2]1[C:3]([O:7][H:9])=[O:8])([H:12])([H:13])[H:14]>>[C:1]([C@:5]1([C:3]([O:7][H:9])=[O:8])[N:2][C:4]1[N:6]([H:10])[H:11])([H:12])([H:13])[H:14],88,79
MR_105833_2,[C:1]([C:5]1=[C:4]([N:6]([H:10])[H:11])[N:2]1[C:3]([O:7][H:9])=[O:8])([H:12])([H:13])[H:14]>>[C:1]([C:5]1=[C:4]([N:6]([H:10])[H:11])[N:2]1[H:9])([H:12])([H:13])[H:14].[C:3](=[O:7])=[O:8],89,79
MR_105849_1,[C:1]([N:2]1[C:3]([N:5]([H:8])[H:9])=[C:4]1[C:6](=[C:7]([H:14])[H:15])[H:10])([H:11])([H:12])[H:13]>>[C:1](/[N:2]=[C:4](/[C-:3]=[N+:5]([H:8])[H:9])[C:6](=[C:7]([H:14])[H:15])[H:10])([H:11])([H:12])[H:13],90,80
MR_106001_1,[C:1]([C:2]([H:10])([H:11])[H:12])(=[N+:7]=[N-:6])[H:9].[N:3](=[C:4]=[C:5]([H:13])[H:14])[H:8]>>[C:1]1([C:2]([H:10])([H:11])[H:12])([H:9])[C:4](=[C:5]([H:13])[H:14])[N:3]([H:8])[N:6]=[N:7]1,91,81
MR_106347_1,[C:1]([C:2]([H:17])([H:18])[H:19])([C:3]([H:16])([H:20])[H:21])([N:6]([H:11])[H:12])[C:8]1([H:14])[C-:5]=[N+:4]([H:10])[C:7]([H:13])=[C:9]1[H:15]>>[C:1]([C:2]([H:17])([H:18])[H:19])([C:3]([H:16])([H:20])[H:21])([c:5]1[n:4]([H:10])[c:7]([H:13])[c:9]([H:15])[c:8]1[H:14])[N:6]([H:11])[H:12],92,82
MR_106569_1,[C-:1]([N@@+:4]([C:2]([H:12])([H:13])[H:14])([C:5]([C:3]([H:15])([H:16])[H:17])=[O:8])[C:6](=[C:7]([H:18])[H:19])[H:11])([H:9])[H:10]>>[C:1]([N:4]([C:2]([H:12])([H:13])[H:14])[C:5]([C:3]([H:15])([H:16])[H:17])=[O:8])([C:6](=[C:7]([H:18])[H:19])[H:11])([H:9])[H:10],93,83
MR_106597_0,[C:1]([C:2]([H:13])([H:14])[H:15])(/[C:3](=[C:4](\[O:7][H:10])[H:12])[O:5][H:8])([O:6][H:9])[H:11]>>[C:1](\[C:2]([H:13])([H:14])[H:15])(=[C:3](/[C:4](=[O:7])[H:12])[O:5][H:8])[H:11].[O:6]([H:9])[H:10],94,84
MR_106815_1,[C:1](=[C:2]([H:10])[H:11])([H:7])[H:8].[H:9][O:15][C:13]([C:12]([H:17])([H:18])[H:19])=[O:14].[N:3]([O:4][H:5])([H:6])[H:16]>>[C:12]([C:13]([O:14][H:16])=[O:15])([H:17])([H:18])[H:19].[C:1]([C:2]([H:9])([H:10])[H:11])([N:3]([O:4][H:5])[H:6])([H:7])[H:8],95,85
MR_106840_1,[C:1](\[C:3]([H:16])([H:17])[H:18])(=[C:5](\[N:4]=[N+:6]([H:11])[H:12])[O-:8])[H:10].[C:2]([O:7][H:9])([H:13])([H:14])[H:15]>>[C:1]([C:3]([H:16])([H:17])[H:18])([C:5]([N:4]([N:6]([H:11])[H:12])[H:9])=[O:8])([O:7][C:2]([H:13])([H:14])[H:15])[H:10],96,86
MR_106912_0,[C:1]1([C:3]([H:15])([H:16])[H:17])([C:4]([H:14])([H:18])[H:19])[C:2]([H:12])([H:13])[C:6]1=[O:9].[C:5]([O:7][H:10])(=[O:8])[H:11]>>[C:1]1([C:3]([H:15])([H:16])[H:17])([C:4]([H:14])([H:18])[H:19])[C:2]([H:12])([H:13])[C:6]1([O:9][H:10])[H:11].[C:5](=[O:7])=[O:8],97,87
MR_106926_2,[C:1]([C:2]([O:6][H:8])([H:13])[H:14])([O:5][H:9])([H:11])[H:12].[C:3](=[N:4][H:10])=[O:7]>>[C:1]([C:2]([O:6][H:8])([H:13])[H:14])([O:5][C:3]([N:4]([H:9])[H:10])=[O:7])([H:11])[H:12],98,88
MR_106958_0,[C:1]1([H:11])([H:12])[C:2]([O:6][H:8])([H:13])[O:5]1.[C:3]([N:4]([H:9])[H:10])(=[O:7])[H:14]>>[C:1]([C:2](=[O:6])[H:13])([O:5][C:3]([N:4]([H:9])[H:10])([O:7][H:8])[H:14])([H:11])[H:12],99,89
MR_106985_1,[C:1]([O:2][H:3])([H:4])([H:5])[H:6].[C:7]([N:11]=[C:8]([O:9][H:12])[O:10][H:13])([H:14])([H:15])[H:16]>>[C:1]([O:2][C:8]([O:9][H:12])([O:10][H:13])[N:11]([H:3])[C:7]([H:14])([H:15])[H:16])([H:4])([H:5])[H:6],100,90
MR_107212_0,[C-:1](/[N+:6](=[C:3](/[C:5]([H:19])([H:20])[H:21])[H:15])[H:11])([O:7][H:9])[O:8][H:10].[C:2]([C:4]([H:16])([H:17])[H:18])([H:12])([H:13])[H:14]>>[C:1]([C:2]([C:4]([H:16])([H:17])[H:18])([H:12])[H:13])([N:6]([C:3]([C:5]([H:19])([H:20])[H:21])([H:14])[H:15])[H:11])([O:7][H:9])[O:8][H:10],101,91
MR_107240_0,[C:11]([C:12]([H:16])([H:18])[H:19])([C:13]([H:17])([H:20])[H:21])([H:14])[H:15].[C:1]1([C:2]([H:8])([H:9])[H:10])([N:3]([H:6])[H:7])[O:4][O:5]1>>[C:11]([C:12]([H:16])([H:18])[H:19])([C:13]([H:17])([H:20])[H:21])([H:14])[H:15].[C:1](\[C:2]([H:8])([H:9])[H:10])(=[N:3]\[H:6])[O:4][O:5][H:7],102,92
MR_107240_1,[C:11]([C:12]([H:16])([H:18])[H:19])([C:13]([H:17])([H:20])[H:21])([H:14])[H:15].[C:1](\[C:2]([H:8])([H:9])[H:10])([N:3]([H:6])[H:7])=[O+:4]\[O-:5]>>[C:11]([C:12]([H:16])([H:18])[H:19])([C:13]([H:17])([H:20])[H:21])([H:14])[H:15].[C:1]1([C:2]([H:8])([H:9])[H:10])([N:3]([H:6])[H:7])[O:4][O:5]1,103,93
MR_107241_0,[C:1]1([C:2]([H:8])([H:9])[H:10])([N:4]([C:3]([H:11])([H:12])[H:13])[H:7])[O:5][O:6]1>>[C:1](\[C:2]([H:8])([H:9])[H:10])(=[N:4]\[C:3]([H:11])([H:12])[H:13])[O:5][O:6][H:7],104,94
MR_107260_2,[C-:1]([C:3]([H:8])([H:12])[H:13])([N+:4]([H:6])([H:7])/[C:15]([C:14]([H:19])([H:20])[H:21])=[N:16]/[H:17])[H:5].[C:2]([H:9])([H:10])([H:11])[H:18]>>[C:14](/[C:15](=[N:16]\[H:17])[H:18])([H:19])([H:20])[H:21].[C:1]([C:2]([H:9])([H:10])[H:11])([C:3]([H:8])([H:12])[H:13])([N:4]([H:6])[H:7])[H:5],105,95
MR_107335_2,[C:1]([N:2]([C:3]([O:5][H:8])=[O:6])[O:4][H:7])([H:9])([H:10])[H:11]>>[C:1]([N:2]([O:4][H:7])[H:8])([H:9])([H:10])[H:11].[C:3](=[O:5])=[O:6],106,96
MR_107377_1,[C:1]([C:3]([N@+:2]1([H:9])[C@@:4]([C:5](=[C:6]([H:15])[H:16])[H:11])([H:10])[N-:7]1)=[O:8])([H:12])([H:13])[H:14]>>[C:1]([C:3]([N:2](/[N:7]=[C:4](\[C:5](=[C:6]([H:15])[H:16])[H:11])[H:10])[H:9])=[O:8])([H:12])([H:13])[H:14],107,97
MR_107457_1,[C-:1]([C:2]([H:12])([H:13])[H:14])=[N+:5]([H:10])[H:11].[C:15](/[C:16]([N:17]([H:19])[H:20])=[N:18]\[H:21])([H:22])([H:23])[H:24].[C:3]([N:4]([H:8])[H:9])(=[O:6])[H:7]>>[C:15](/[C:16]([N:17]([H:19])[H:20])=[N:18]\[H:21])([H:22])([H:23])[H:24].[C:1]([C:2]([H:12])([H:13])[H:14])([C:3]([N:4]([H:8])[H:9])=[O:6])([N:5]([H:10])[H:11])[H:7],108,98
MR_1074_1,[C:13]([O:14][H:15])([H:16])([H:17])[H:18].[C:1]([O:4][H:6])([H:7])([H:8])[H:9].[C:2]([C:3]#[N:5])([H:10])([H:11])[H:12]>>[C:1]([O:4][H:15])([H:7])([H:8])[H:9].[C:2](/[C:3](=[N:5]/[H:6])[O:14][C:13]([H:16])([H:17])[H:18])([H:10])([H:11])[H:12],109,99
MR_107538_0,[C:1]([C:2]([H:8])([H:9])[H:10])([C:3](=[O:4])[H:5])([H:6])[H:7].[N:11]([N:12]([H:15])[H:16])([N:13]([H:17])[H:18])[H:14]>>[C:1]([C:2]([H:8])([H:9])[H:10])([C:3]([O:4][H:16])([H:5])[H:14])([H:6])[H:7].[N:11](=[N:12]/[H:15])\[N:13]([H:17])[H:18],110,100
MR_107595_1,[C:1]([N:5]([H:11])[H:12])([O:6][N:2]([H:8])[H:9])([H:13])[H:14].[C:3](=[N:4][H:10])=[O:7]>>[C:1]([N:5]([H:11])[H:12])([O:6][N:2]([C:3]([N:4]([H:9])[H:10])=[O:7])[H:8])([H:13])[H:14],111,101
MR_107622_0,[C:1]([N:3]([C:2]([H:11])([H:12])[H:13])[H:7])([C:4](=[C:5]=[O:6])[H:10])([H:8])[H:9]>>[C:1](=[C:4]([C:5]([N:3]([C:2]([H:11])([H:12])[H:13])[H:7])=[O:6])[H:10])([H:8])[H:9],112,102
MR_107622_1,[C:1]([N:3]([C:2]([H:11])([H:12])[H:13])[H:7])([C:4](=[C:5]=[O:6])[H:10])([H:8])[H:9]>>[C:1](=[C:4]([C:5]([N:3]([C:2]([H:11])([H:12])[H:13])[H:7])=[O:6])[H:10])([H:8])[H:9],113,102
MR_107627_0,[C:1]([C:2]([O:3][H:5])=[O:4])([H:6])([H:7])[H:8].[C:9]([C:10](=[C:11]=[O:12])[H:13])([H:14])([H:15])[H:16]>>[C:1]([C@@:2]1([O:3][H:5])[O:4][C:11](=[O:12])[C@:10]1([C:9]([H:14])([H:15])[H:16])[H:13])([H:6])([H:7])[H:8],114,103
MR_107643_1,[C:1]([C:2]([N:3]([H:9])[H:10])([H:11])[H:12])([O:4][H:7])([N+:6]#[C-:5])[H:8]>>[C:1]([C:2]([N:3]([H:9])[H:10])([H:11])[H:12])([O:4][H:7])([C:5]#[N:6])[H:8],115,104
MR_107705_0,[C:10]([O:11][H:12])([H:13])([H:14])[H:15].[C:1]([O:4][O:3][N:2]([H:5])[H:6])([H:7])([H:8])[H:9]>>[C:1]([O:4][H:12])([H:7])([H:8])[H:9].[H:6][O:11][C:10]([H:13])([H:14])[H:15].[N:2](=[O:3])[H:5],116,105
MR_107766_2,[C:10](=[O:11])([H:13])[H:14].[C:1]([O:3][C:2]([O:4][H:6])([O:5][H:12])[H:15])([H:7])([H:8])[H:9]>>[C:10]([O:11][H:12])([H:13])([H:14])[H:15].[C:1]([O:3][C:2]([O:4][H:6])=[O:5])([H:7])([H:8])[H:9],117,106
MR_107770_2,[C:1]([C:5]([H:17])([H:18])[H:19])([C:6]([H:16])([H:20])[H:21])=[C:7]=[O:9].[C:2]1([O:8][H:10])([H:11])[C:3]([H:12])([H:13])[C:4]1([H:14])[H:15]>>[C:1]([C:5]([H:17])([H:18])[H:19])([C:6]([H:16])([H:20])[H:21])=[C:7]([C:4]([C:3]([C:2](=[O:8])[H:11])([H:12])[H:13])([H:14])[H:15])[O:9][H:10],118,107
MR_107939_1,[H:5][O:7][O:8][H:9].[O:1]=[O:3].[O:2]([O:4][H:6])[H:10]>>[O:1]([O:2][O:4][H:6])[O:3][H:5].[O:7]([O:8][H:9])[H:10],119,108
MR_107996_2,[C:1]1([C:4]([H:17])([H:18])[H:19])([H:11])[C:6]([C:2]([O:7][H:9])([H:12])[H:13])([N:5]([C:3]([H:14])([H:15])[H:16])[H:10])[O:8]1>>[C:1]([C:4]([H:17])([H:18])[H:19])([N:5]([C:3]([H:14])([H:15])[H:16])[H:10])([C:6]([C:2]([O:7][H:9])([H:12])[H:13])=[O:8])[H:11],120,109
MR_108268_1,[N:1]1([H:7])[C:3]([C:4](=[C:2]=[O:6])[H:9])([H:8])[O:5]1>>[n:1]1([H:7])[c:3]([H:8])[c:4]([H:9])[c:2](=[O:6])[o:5]1,121,110
MR_108338_0,[C:1](/[N:9]=[C:6](\[C:2]([H:14])([H:15])[H:16])[N+:8]([N-:5][H:10])=[C:7]([C:3]([H:17])([H:18])[H:22])[C:4]([H:19])([H:20])[H:21])([H:11])([H:12])[H:13]>>[C:1](/[N:9]=[C:6](\[C:2]([H:14])([H:15])[H:16])[N:5]([N:8]=[C:7]([C:3]([H:17])([H:18])[H:22])[C:4]([H:19])([H:20])[H:21])[H:10])([H:11])([H:12])[H:13],122,111
MR_108364_2,[C:1]([N:4]([C:5]([C:7]([C:2]([H:16])([H:17])[H:18])([C:3]([H:19])([H:20])[H:21])[C-:6]=[N+:8]([H:11])[H:12])=[O:9])[H:10])([H:13])([H:14])[H:15]>>[C:1]([N:4]([C:5]([C:6](=[C:7]([C:2]([H:16])([H:17])[H:18])[C:3]([H:19])([H:20])[H:21])[N:8]([H:11])[H:12])=[O:9])[H:10])([H:13])([H:14])[H:15],123,112
MR_108370_1,[C:1](/[C:4](=[N:2]\[H:8])[O:7]/[C:3]([N:5]([H:9])[H:10])=[N:6]/[H:11])([H:12])([H:13])[H:14]>>[C:1]([C:4]([N:2](/[C:3]([N:5]([H:9])[H:10])=[N:6]/[H:11])[H:8])=[O:7])([H:12])([H:13])[H:14],124,113
MR_108416_1,[C-:1]([C:3]([H:12])([H:13])[H:14])(/[N:6]=[C:5](\[N+:4](=[C:2]([H:9])[H:10])[H:7])[H:11])[H:8]>>[C:1]1([C:3]([H:12])([H:13])[H:14])([H:8])[C:2]([H:9])([H:10])[N:4]([H:7])[C:5]([H:11])=[N:6]1,125,114
MR_108520_0,[C:1](\[C:4]([H:17])([H:18])[H:19])(=[N:5]/[C:3]([H:14])([H:15])[H:16])[H:9].[C:2](=[N:6][H:10])([H:12])[H:13].[O:7]([H:8])[H:11]>>[C:1]([C:4]([H:17])([H:18])[H:19])([N:5]([C:2]([N:6]([H:10])[H:11])([H:12])[H:13])[C:3]([H:14])([H:15])[H:16])([O:7][H:8])[H:9],126,115
MR_108621_2,[C:1]([C:2]([H:13])([H:14])[H:15])([N+:6](/[C:3](=[C-:4]/[H:10])[O:5][H:8])=[N:7]\[H:9])([H:11])[H:12]>>[C:1]([C:2]([H:13])([H:14])[H:15])(/[C:4](=[C:3]([O:5][H:8])\[N:6]=[N:7]\[H:9])[H:10])([H:11])[H:12],127,116
MR_108631_0,[C-:1](/[O+:4]=[C:2]([C:3]([H:8])([H:11])[H:12])/[N:5]=[N:6]\[H:7])([H:9])[H:10]>>[C:1]([O:4][C:2](=[C:3]([H:11])[H:12])/[N:5]=[N:6]\[H:7])([H:8])([H:9])[H:10],128,117
MR_108720_2,[C-:1]([C:3](/[N+:4]([C:2]([H:11])([H:12])[H:13])=[N:5]/[H:7])=[N:6]/[H:8])([H:9])[H:10]>>[C:1]([C:2]([H:11])([H:12])[H:13])([C:3](/[N:4]=[N:5]/[H:7])=[N:6]/[H:8])([H:9])[H:10],129,118
MR_108733_1,[N:1]([N:2]([H:7])[H:8])([N:4]=[C:3]([H:9])[H:10])[C:5]#[N:6]>>[C:3](#[N:4])[H:10].[N:1]([N:2]([H:7])[H:8])=[C:5]=[N:6][H:9],130,119
MR_108833_0,[C-:1](=[N+:3]([H:4])[H:7])[H:8].[C:10]([N:13]([C:11]([H:18])([H:19])[H:20])[C:12]([H:14])([H:21])[H:22])([H:15])([H:16])[H:17].[N:2]([H:5])([H:6])[H:9]>>[C:10]([N:13]([C:11]([H:18])([H:19])[H:20])[C:12]([H:14])([H:21])[H:22])([H:15])([H:16])[H:17].[C:1]([N:2]([H:5])[H:6])([N:3]([H:4])[H:7])([H:8])[H:9],131,120
MR_108877_0,[C:1](=[C:5](/[C:2]([C:3]([H:16])([H:17])[H:18])([H:14])[H:15])[O:9][H:10])(\[N:6]([H:12])[H:13])[H:11].[C:4](=[O:7])=[O:8]>>[C:1]([C:4]([O:7][H:10])=[O:8])([C:5]([C:2]([C:3]([H:16])([H:17])[H:18])([H:14])[H:15])=[O:9])([N:6]([H:12])[H:13])[H:11],132,121
MR_10892_2,[C:17]([C:18]([H:24])([H:25])[H:26])([H:20])([H:22])[H:23].[C:1]([C:4]([H:14])([H:15])[H:16])([N+:5]([C:2]([H:10])([H:11])[H:12])([C:3]([H:8])([H:9])[H:13])[N-:19][H:21])([H:6])[H:7]>>[C:17]([C:18]([H:24])([H:25])[H:26])([N:19]([H:20])[H:21])([H:22])[H:23].[C:1]([C:4]([H:14])([H:15])[H:16])([N:5]([C:2]([H:10])([H:11])[H:12])[C:3]([H:8])([H:9])[H:13])([H:6])[H:7],133,122
MR_108986_0,[C:1](\[C:2]([H:10])([H:11])[H:12])(=[N:3]\[H:9])[H:7].[O:4]([O:5][H:6])[H:8]>>[C:1]([C:2]([H:10])([H:11])[H:12])([N:3]([H:8])[H:9])([O:4][O:5][H:6])[H:7],134,123
MR_109044_0,[C:12](/[C:13](=[N:14]/[H:15])[H:16])([H:17])([H:18])[H:19].[C:1]([C:2]([C:3](=[C:4]([H:10])[H:11])[H:6])=[O:5])([H:7])([H:8])[H:9]>>[C:12]([C:13]#[N:14])([H:17])([H:18])[H:19].[C:1]([C:2]([C:3]([C:4]([H:10])([H:11])[H:15])([H:6])[H:16])=[O:5])([H:7])([H:8])[H:9],135,124
MR_1090_1,[C:1]([C:2]([O:3][H:5])=[O:4])([H:6])([H:7])[H:8].[C:9](/[C:11](=[C:10](\[O:12][H:13])[H:14])[H:15])([H:16])([H:17])[H:18]>>[C:1]([C:2]([O:3][H:5])([O:4][H:13])[C:11]([C:9]([H:16])([H:17])[H:18])([C:10](=[O:12])[H:14])[H:15])([H:6])([H:7])[H:8],136,125
MR_109148_2,[C:1]1([N:4]([C:3]([H:12])([H:13])[H:14])[H:8])([H:7])[C:2]([N:5]([H:10])[H:11])([H:9])[O:6]1>>[C:1]([C:2]([N:5]([H:10])[H:11])([H:7])[H:9])([N:4]([C:3]([H:12])([H:13])[H:14])[H:8])=[O:6],137,126
MR_109157_0,[C:1]1([N:3]([H:8])[H:10])([H:7])[C:2]([N:4]([H:9])[H:11])([H:6])[O:5]1>>[C:1](\[C:2]([N:4]([H:9])[H:11])([O:5][H:8])[H:6])(=[N:3]/[H:10])[H:7],138,127
MR_109319_0,[C-:1]([C:5]([H:16])([H:18])[H:19])([C:6]([H:17])([H:20])[H:21])/[O+:8]=[N:7]/[C:4]([H:13])([H:14])[H:15].[C:2](=[C:3]([H:11])[H:12])([H:9])[H:10]>>[C:1]1([C:5]([H:16])([H:18])[H:19])([C:6]([H:17])([H:20])[H:21])[C:2]([H:9])([H:10])[C:3]([H:11])([H:12])[N:7]([C:4]([H:13])([H:14])[H:15])[O:8]1,139,128
MR_109526_2,[C:1](/[C-:2]=[N+:3](\[H:4])[C:9]([C:10]([H:5])([N:12]([H:20])[H:21])[N:13]([H:18])[H:19])([N:11]([H:16])[H:17])[O:14][H:15])([H:6])([H:7])[H:8]>>[C:1](/[C:2](=[N:3]\[H:4])[H:5])([H:6])([H:7])[H:8].[C:9](=[C:10]([N:12]([H:20])[H:21])[N:13]([H:18])[H:19])([N:11]([H:16])[H:17])[O:14][H:15],140,129
MR_109539_0,[C:1](=[C:2]=[O:4])([H:7])[H:8].[N:3]([H:5])([H:6])[C:11]([C:10]([H:15])([H:16])[H:17])([N:12]([H:9])[H:13])[H:14]>>[C:10](/[C:11](=[N:12]\[H:13])[H:14])([H:15])([H:16])[H:17].[C:1]([C:2]([N:3]([H:5])[H:6])=[O:4])([H:7])([H:8])[H:9],141,130
MR_109648_0,[C:1]([C:2]([O:3][H:5])=[O:4])([H:6])([H:7])[H:8].[N:9](=[N:10]\[H:11])\[H:12]>>[C:1]([C:2]([O:3][H:5])([O:4][H:12])/[N:9]=[N:10]\[H:11])([H:6])([H:7])[H:8],142,131
MR_109682_1,[C:12](/[C:13](=[N:14]/[H:17])[N+:16]#[C-:15])([H:18])([H:19])[H:20].[C:1]([C:2]([H:6])([H:8])[H:9])([C:3]([H:7])([H:10])[H:11])([H:4])[H:5]>>[C:12](/[C:13](=[N:14]/[H:17])[C:15]#[N:16])([H:18])([H:19])[H:20].[C:1]([C:2]([H:6])([H:8])[H:9])([C:3]([H:7])([H:10])[H:11])([H:4])[H:5],143,132
MR_109969_1,[C:1]([C:2]([H:11])([H:12])[H:13])([C:3]([H:14])([H:15])[H:16])([C:4]([H:17])([H:18])[H:19])[H:10].[C:5](/[N:6]=[O+:9]\[C-:7]=[C:8]([H:23])[H:24])([H:20])([H:21])[H:22]>>[C:1]([C:2]([H:11])([H:12])[H:13])([C:3]([H:14])([H:15])[H:16])([C:4]([H:17])([H:18])[H:19])[C:7](=[C:8]([H:23])[H:24])[O:9][N:6]([C:5]([H:20])([H:21])[H:22])[H:10],144,133
MR_110016_1,[C:1]([C-:5]=[N+:7]=[C:3]=[C:6]([H:13])[H:14])([H:15])([H:16])[H:17].[C:2](\[N:4]([H:9])[H:10])(=[N:8]/[H:11])[H:12]>>[C:1]([C:5]1=[N:7][C:3]1=[C:6]([H:13])[H:14])([H:15])([H:16])[H:17].[C:2](\[N:4]([H:9])[H:10])(=[N:8]/[H:11])[H:12],145,134
MR_110056_1,[C:1]([C:2]([N:3]([H:4])[H:13])([H:5])[H:11])([H:6])([H:7])[H:8].[N:9](=[O:10])[H:12]>>[C:1](/[C:2](=[N:3]\[H:4])[H:11])([H:6])([H:7])[H:8].[H:5][O:10][N:9]([H:12])[H:13],146,135
MR_110115_1,[C@@:1]1([N:6]([H:11])[H:12])([H:10])[N@+:4]([C:2]([H:16])([H:17])[H:18])([H:9])[C@@:8]([N:7]([H:13])[H:14])([H:15])[C-:5]1[C:3]([H:19])([H:20])[H:21]>>[C:1]([N:4]([C:2]([H:16])([H:17])[H:18])[H:9])(/[C:5]([C:3]([H:19])([H:20])[H:21])=[C:8](\[N:7]([H:13])[H:14])[H:15])([N:6]([H:11])[H:12])[H:10],147,136
MR_110155_0,[C:1]1([O:5][H:8])([H:9])[C:4]([C:3]([C:2]([H:11])([H:12])[H:13])=[O:6])([H:10])[O:7]1>>[C:1]([C:4]([C:3]([C:2]([H:11])([H:12])[H:13])=[O:6])([O:7][H:8])[H:10])(=[O:5])[H:9],148,137
MR_119007_0,[C:1]1([O:5][H:8])([H:9])[C:4]([C:3]([C:2]([H:11])([H:12])[H:13])=[O:6])([H:10])[O:7]1>>[C:1]([C:4]([C:3]([C:2]([H:11])([H:12])[H:13])=[O:6])([O:7][H:8])[H:10])(=[O:5])[H:9],149,137
MR_110204_0,[C:1](=[O+:5]/[H:7])(\[N:6]([C:2]([H:10])([H:11])[H:12])[C-:4]([C:3]([H:13])([H:14])[H:15])[H:9])[H:8]>>[C:1]([C:2]([H:10])([H:11])[H:12])([O:5][H:7])(/[N:6]=[C:4](\[C:3]([H:13])([H:14])[H:15])[H:9])[H:8],150,138
MR_110250_1,[C:1]([C:4]12[N:3]([N:6]([H:9])[H:10])[C:5]1([C:2]([H:16])([H:17])[H:18])[C:8]([H:12])=[C:7]2[H:11])([H:13])([H:14])[H:15]>>[C:1]([c:4]1[n:3]([N:6]([H:9])[H:10])[c:5]([C:2]([H:16])([H:17])[H:18])[c:8]([H:12])[c:7]1[H:11])([H:13])([H:14])[H:15],151,139
MR_110324_1,[C-:3]#[O+:6].[N:1](=[C:2]([O:4][H:7])[O:5][H:9])[H:8]>>[N:1]([C:2]([O:4][H:7])=[O:5])([C:3](=[O:6])[H:9])[H:8],152,140
MR_110331_1,[C:1]([N:8](/[C:4]([C:2]([H:14])([H:15])[H:16])=[O+:7]\[N-:3][H:9])[C:5](=[C:6]([H:17])[H:18])[H:10])([H:11])([H:12])[H:13]>>[C:1](/[N:8]=[C:4](\[C:2]([H:14])([H:15])[H:16])[O:7][N:3]([C:5](=[C:6]([H:17])[H:18])[H:10])[H:9])([H:11])([H:12])[H:13],153,141
MR_110358_2,[C:1]([N:2]=[O:3])([H:6])([H:7])[H:8].[H:4][C:12]([C:9]([H:17])([H:18])[H:19])([C:11]([H:5])([N:10]([H:13])[H:14])[H:15])[H:16]>>[C:1]([N:2]([O:3][H:4])[H:5])([H:6])([H:7])[H:8].[C:9](/[C:12](=[C:11](\[N:10]([H:13])[H:14])[H:15])[H:16])([H:17])([H:18])[H:19],154,142
